Year,Last_Name, first_name,Fast-pitch,Slow-pitch
2017,Ramírez, Erasmo,33.5,66.49999999999999
2017,Biagini, Joe,15.8,84.19999999999999
2017,Shields, James,54.1,45.9
2017,Garza, Matt,43.6,56.5
2017,Feldman, Scott,40.1,59.9
2017,Sánchez, Aníbal,33.5,66.5
2017,Gray, Jon,56.2,43.9
2017,Lamet, Dinelson,24.5,75.5
2017,Newcomb, Sean,63.2,36.800000000000004
2017,Norris, Daniel,53.4,46.7
2017,Salazar, Danny,37.4,62.6
2017,Martinez, Nick,51.400000000000006,48.7
2017,Musgrove, Joe,45.2,54.699999999999996
2017,Bridwell, Parker,51.8,48.2
2017,Mejía, Adalberto,43.5,56.4
2017,Liriano, Francisco,16.9,83.1
2017,Tillman, Chris,31.900000000000002,68.10000000000001
2017,Conley, Adam,63.9,36.1
2017,Wood, Travis,66.8,33.199999999999996
2017,Harvey, Matt,28.9,71.19999999999999
2017,Graveman, Kendall,17.3,82.6
2017,Bumgarner, Madison,79.0,21.0
2017,Lugo, Seth,24.400000000000002,75.6
2017,Hoffman, Jeff,66.9,33.0
2017,Gossett, Daniel,34.2,65.80000000000001
2017,Bailey, Homer,38.3,61.7
2017,Wheeler, Zack,41.2,58.800000000000004
2017,Pineda, Michael,47.7,52.4
2017,Fister, Doug,17.099999999999998,82.9
2017,Cahill, Trevor,12.600000000000001,87.4
2017,Junis, Jakob,21.0,79.10000000000001
2017,Leiter Jr., Mark,43.800000000000004,56.2
2017,Volquez, Edinson,12.8,87.19999999999999
2017,Romano, Sal,5.3,94.8
2017,Castillo, Luis,46.6,53.4
2017,Stephenson, Robert,54.1,45.9
2017,McCarthy, Brandon,52.9,47.1
2017,Faria, Jake,54.0,46.0
2017,Andriese, Matt,44.2,55.7
2017,Lively, Ben,43.0,57.0
2017,Skaggs, Tyler,36.9,63.1
2017,Anderson, Tyler,67.5,32.4
2017,Hernández, Félix,21.7,78.3
2017,Lorenzen, Michael,43.8,56.2
2017,Knebel, Corey,71.7,28.3
2017,Petit, Yusmeiro,61.9,38.099999999999994
2017,Pruitt, Austin,35.0,65.0
2017,Griffin, A.J.,57.400000000000006,42.599999999999994
2017,Givens, Mychal,72.1,27.9
2017,Jackson, Edwin,37.9,62.099999999999994
2017,Suter, Brent,65.8,34.2
2017,Wood, Blake,22.1,77.89999999999999
2017,Stammen, Craig,38.8,61.2
2017,Devenski, Chris,39.7,60.3
2017,Velasquez, Vince,65.8,34.2
2017,Koehler, Tom,42.6,57.3
2017,Shoemaker, Matt,25.3,74.7
2017,Tepera, Ryan,69.69999999999999,30.4
2017,Swarzak, Anthony,48.6,51.4
2017,Lyles, Jordan,30.2,69.9
2017,Price, David,31.4,68.7
2017,Torres, Carlos,83.3,16.8
2017,Guerra, Junior,45.2,54.8
2017,Worley, Vance,50.4,49.699999999999996
2017,Garrett, Amir,61.1,38.9
2017,Iglesias, Raisel,33.5,66.6
2017,Neris, Héctor,37.0,63.0
2017,Barnes, Jacob,99.9,0.2
2017,Glasnow, Tyler,33.8,66.10000000000001
2017,Nicasio, Juan,58.7,41.199999999999996
2017,Hahn, Jesse,4.5,95.50000000000001
2017,Shaw, Bryan,88.10000000000001,11.9
2017,Barnes, Matt,55.0,45.0
2017,Rusin, Chris,39.900000000000006,60.300000000000004
2017,Hand, Brad,26.5,73.5
2017,Treinen, Blake,15.6,84.5
2017,Santiago, Héctor,8.3,91.7
2017,Minor, Mike,43.1,56.89999999999999
2017,Reed, Addison,66.9,33.1
2017,Bell, Chad,25.599999999999998,74.30000000000001
2017,Ross, Joe,3.6,96.39999999999999
2017,Rodón, Carlos,46.2,53.8
2017,McGowan, Dustin,31.6,68.4
2017,Báez, Pedro,54.1,46.0
2017,Bibens-Dirkx, Austin,28.9,71.1
2017,Stripling, Ross,38.3,61.60000000000001
2017,Matz, Steven,0.3,99.8
2017,Gaviglio, Sam,1.7,98.29999999999998
2017,Brach, Brad,59.900000000000006,40.1
2017,Hendriks, Liam,64.3,35.699999999999996
2017,Allen, Cody,55.4,44.6
2017,Covey, Dylan,31.4,68.60000000000001
2017,Meyer, Alex,27.4,72.6
2017,Barraclough, Kyle,54.3,45.699999999999996
2017,Beck, Chris,50.6,49.3
2017,Arroyo, Bronson,31.0,69.0
2017,Kimbrel, Craig,68.3,31.7
2017,Vázquez, Felipe,60.6,39.400000000000006
2017,Bradley, Archie,75.5,24.5
2017,Green, Chad,77.3,22.7
2017,Wilson, Justin,87.7,12.399999999999999
2017,Sewald, Paul,63.2,36.9
2017,Jeffress, Jeremy,17.6,82.39999999999999
2017,Claudio, Alex,0.2,99.9
2017,Díaz, Edwin,68.6,31.4
2017,Duffey, Tyler,27.8,72.1
2017,Edwards Jr., Carl,69.9,30.1
2017,Peralta, Wily,36.5,63.400000000000006
2017,Clippard, Tyler,37.8,62.199999999999996
2017,Kintzler, Brandon,21.3,78.7
2017,Wojciechowski, Asher,61.8,38.2
2017,Ramos, AJ,30.3,69.7
2017,Hudson, Daniel,41.1,58.900000000000006
2017,Buchter, Ryan,92.1,7.9
2017,Betances, Dellin,46.2,53.8
2017,Hembree, Heath,53.7,46.4
2017,Norris, Bud,58.9,41.1
2017,Saupold, Warwick,48.0,52.1
2017,Leone, Dominic,80.0,20.0
2017,Triggs, Andrew,2.7,97.19999999999999
2017,McHugh, Collin,50.099999999999994,49.900000000000006
2017,Greene, Shane,19.9,80.10000000000001
2017,Holmberg, David,43.4,56.699999999999996
2017,Asher, Alec,33.3,66.6
2017,LeBlanc, Wade,47.7,52.400000000000006
2017,Gearrin, Cory,5.0,95.1
2017,Alexander, Scott,12.0,88.0
2017,Smoker, Josh,55.4,44.6
2017,Torres, José,44.3,55.7
2017,Barnes, Danny,66.3,33.7
2017,Parker, Blake,59.3,40.8
2017,Ottavino, Adam,36.3,63.7
2017,Davis, Wade,75.0,25.0
2017,Drake, Oliver,51.4,48.6
2017,Delgado, Randall,43.8,56.1
2017,Weaver, Luke,61.599999999999994,38.4
2017,Stratton, Chris,52.8,47.1
2017,Jennings, Dan,6.6,93.5
2017,Barnette, Tony,70.9,29.1
2017,Salas, Fernando,65.9,34.099999999999994
2017,Castro, Miguel,1.8,98.2
2017,Oh, Seunghwan,86.6,13.4
2017,Robertson, David,52.5,47.5
2017,Duensing, Brian,29.8,70.1
2017,Martes, Francis,55.0,45.0
2017,Maurer, Brandon,55.0,45.0
2017,Kelly, Joe,32.4,67.6
2017,Casilla, Santiago,21.1,78.8
2017,Eflin, Zach,30.5,69.5
2017,Kahnle, Tommy,63.5,36.5
2017,Peralta, Wandy,48.7,51.3
2017,Ramirez, José,63.4,36.6
2017,Kontos, George,66.2,33.8
2017,Strop, Pedro,19.8,80.10000000000001
2017,Hatcher, Chris,52.099999999999994,47.900000000000006
2017,Loup, Aaron,10.899999999999999,89.0
2017,O'Day, Darren,36.1,63.9
2017,Ramos, Edubray,42.4,57.6
2017,Watson, Tony,0.0,100.00000000000001
2017,Rondón, Héctor,52.1,47.89999999999999
2017,Romero, Enny,78.4,21.599999999999998
2017,García, Luis,32.0,68.0
2017,Jansen, Kenley,85.60000000000001,14.3
2017,Colomé, Alex,95.4,4.6
2017,Soria, Joakim,50.9,49.099999999999994
2017,Herrera, Kelvin,40.7,59.4
2017,Oberg, Scott,46.1,53.89999999999999
2017,Sims, Lucas,25.0,75.0
2017,Strickland, Hunter,57.3,42.6
2017,Miller, Andrew,40.8,59.199999999999996
2017,Middleton, Keynan,62.7,37.3
2017,Cecil, Brett,47.8,52.2
2017,Bowman, Matt,3.3,96.7
2017,Johnson, Jim,7.5,92.5
2017,Lawrence, Casey,10.5,89.49999999999999
2017,McAllister, Zach,69.1,30.9
2017,Mariñez, Jhan,15.7,84.3
2017,Smith, Chris,48.6,51.4
2017,Phelps, David,60.300000000000004,39.6
2017,Ross, Tyson,45.9,54.1
2017,Despaigne, Odrisamer,65.0,35.0
2017,Yates, Kirby,53.5,46.4
2017,Grimm, Justin,51.2,48.8
2017,Rodney, Fernando,26.9,73.1
2017,Gregerson, Luke,5.0,95.0
2017,Albers, Matt,37.2,62.800000000000004
2017,Giles, Ken,52.7,47.300000000000004
2017,Robles, Hansel,34.8,65.1
2017,Freeman, Sam,39.5,60.49999999999999
2017,Vincent, Nick,86.8,13.2
2017,Wilson, Alex,29.6,70.5
2017,Bush, Matt,57.300000000000004,42.800000000000004
2017,McGee, Jake,92.6,7.5
2017,Neshek, Pat,0.0,100.1
2017,Cole, A.J.,46.0,54.0
2017,Infante, Gregory,57.9,42.0
2017,Warren, Adam,38.0,62.0
2017,Blackburn, Paul,8.1,91.89999999999999
2017,Belisle, Matt,46.0,53.9
2017,Osuna, Roberto,55.7,44.300000000000004
2017,Ellington, Brian,63.7,36.400000000000006
2017,Dyson, Sam,32.8,67.3
2017,Moore, Andrew,52.5,47.5
2017,Pazos, James,0.0,100.0
2017,Butler, Eddie,47.4,52.6
2017,Blevins, Jerry,44.9,55.2
2017,Flexen, Chris,57.7,42.3
2017,Hughes, Jared,8.2,91.70000000000002
2017,Storen, Drew,15.7,84.2
2017,Hughes, Phil,50.5,49.5
2017,Coulombe, Danny,15.9,84.1
2017,Romo, Sergio,18.7,81.3
2017,Lyons, Tyler,22.1,77.8
2017,Morgan, Adam,13.5,86.4
2017,Moylan, Peter,0.0,100.0
2017,Farmer, Buck,48.9,51.1
2017,Feliz, Michael,71.7,28.200000000000003
2017,Goody, Nick,52.5,47.5
2017,Bleier, Richard,32.5,67.5
2017,García, Jarlín,49.4,50.5
2017,Pressly, Ryan,44.5,55.5
2017,Fields, Josh,78.9,21.2
2017,Farquhar, Danny,55.3,44.7
2017,Rosenthal, Trevor,74.1,25.9
2017,Holland, Greg,44.2,55.699999999999996
2017,Dunn, Mike,51.1,48.900000000000006
2017,Chafin, Andrew,20.1,80.0
2017,Hunter, Tommy,50.099999999999994,49.900000000000006
2017,Chapman, Aroldis,76.9,23.2
2017,Rogers, Taylor,1.2,98.9
2017,Milone, Tommy,49.4,50.599999999999994
2017,Leclerc, José,51.199999999999996,48.8
2017,Benoit, Joaquín,49.1,50.800000000000004
2017,Madson, Ryan,31.7,68.30000000000001
2017,Shreve, Chasen,49.1,50.9
2017,Feliz, Neftalí,62.8,37.2
2017,Hoyt, James,34.2,65.8
2017,Otero, Dan,14.8,85.1
2017,Nicolino, Justin,62.8,37.2
2017,Vizcaíno, Arodys,17.6,82.3
2017,Anderson, Brett,18.7,81.2
2017,De La Rosa, Jorge,60.0,40.1
2017,Krol, Ian,31.8,68.3
2017,McFarland, T.J.,0.1,99.9
2017,Avilán, Luis,2.1,98.0
2017,Whitley, Chase,43.5,56.50000000000001
2017,Hoover, J.J.,51.5,48.50000000000001
2017,Minaya, Juan,45.800000000000004,54.1
2017,Thompson, Jake,33.4,66.6
2017,Smith, Joe,24.7,75.19999999999999
2017,Gee, Dillon,51.1,48.800000000000004
2017,Bergman, Christian,0.0,99.99999999999999
2017,Grilli, Jason,60.8,39.2
2017,Hernandez, David,52.0,48.0
2017,Doolittle, Sean,87.7,12.399999999999999
2017,Jackson, Luke,51.3,48.7
2017,Hader, Josh,0.0,100.0
2017,Diaz, Miguel,19.7,80.3
2017,Abad, Fernando,28.9,71.1
2017,Blanton, Joe,28.2,71.7
2017,Brebbia, John,49.8,50.3
2017,López, Reynaldo,57.9,42.1
2017,Altavilla, Dan,59.7,40.3
2017,Bedrosian, Cam,57.8,42.2
2017,Alvarez, Jose,38.0,62.0
2017,Osich, Josh,59.0,40.900000000000006
2017,Bolsinger, Mike,48.4,51.5
2017,Wittgren, Nick,58.3,41.7
2017,Grace, Matt,0.7,99.3
2017,Karns, Nate,41.2,58.7
2017,Bettis, Chad,46.5,53.5
2017,Dull, Ryan,49.4,50.6
2017,Cishek, Steve,2.2,97.80000000000001
2017,Cingrani, Tony,80.9,19.1
2017,Albers, Andrew,24.9,75.1
2017,Woodruff, Brandon,60.3,39.6
2017,Pagán, Emilio,93.1,6.9
2017,McCarthy, Kevin,1.4,98.60000000000001
2017,Tazawa, Junichi,76.2,23.8
2017,Maton, Phil,75.9,24.099999999999998
2017,Hart, Donnie,0.0,100.0
2017,Gonzales, Marco,52.4,47.6
2017,Giolito, Lucas,49.5,50.5
2017,Steckenrider, Drew,76.5,23.5
2017,Ziegler, Brad,0.0,100.0
2017,Boyer, Blaine,37.3,62.7
2017,Siegrist, Kevin,60.9,39.1
2017,Uehara, Koji,63.1,36.9
2017,Harris, Will,68.8,31.3
2017,Weaver, Jered,28.9,71.1
2017,Sipp, Tony,33.2,66.8
2017,Holder, Jonathan,37.6,62.5
2017,Bonilla, Lisalverto,35.6,64.4
2017,Mengden, Daniel,55.4,44.6
2017,Strahm, Matt,67.3,32.7
2017,Motte, Jason,72.6,27.400000000000002
2017,Ramírez, Neil,18.6,81.4
2017,Zych, Tony,27.3,72.7
2017,Brault, Steven,58.0,42.1
2017,Stumpf, Daniel,41.2,58.800000000000004
2017,Law, Derek,52.0,48.0
2017,Turner, Jacob,20.5,79.4
2017,Hildenberger, Trevor,7.7,92.3
2017,Cessa, Luis,41.8,58.2
2017,Montas, Frankie,37.8,62.199999999999996
2017,Kela, Keone,58.2,41.8
2017,Sanchez, Aaron,39.8,60.3
2017,Edgin, Josh,44.8,55.3
2017,Workman, Brandon,76.2,23.8
2017,Crick, Kyle,70.9,29.1
2017,Peña, Félix,65.8,34.2
2017,Pérez, Oliver,31.3,68.7
2017,Tuivailala, Sam,46.0,54.0
2017,Morrow, Brandon,88.0,12.1
2017,Castro, Simon,72.9,27.1
2017,Ynoa, Michael,10.9,89.10000000000001
2017,Breslow, Craig,3.7,96.3
2017,Scott, Robby,25.6,74.4
2017,Hardy, Blaine,58.6,41.4
2017,Stewart, Brock,31.5,68.5
2017,Smith, Josh A.,54.9,45.1
2017,Pinto, Ricardo,38.3,61.8
2017,Estévez, Carlos,71.5,28.5
2017,Locke, Jeff,24.8,75.2
2017,Britton, Zack,7.0,93.0
2017,Boshers, Buddy,0.0,100.0
2017,Wisler, Matt,14.7,85.29999999999998
2017,O'Grady, Chris,77.4,22.6
2017,Suárez, Albert,34.6,65.5
2017,Milner, Hoby,47.0,53.0
2017,Ynoa, Gabriel,16.700000000000003,83.30000000000001
2017,Díaz, Jumbo,37.4,62.7
2017,Young, Chris,42.7,57.2
2017,Mitchell, Bryan,60.3,39.7
2017,VerHagen, Drew,25.4,74.5
2017,Paulino, David,45.9,54.099999999999994
2017,Davis, Rookie,64.8,35.1
2017,Peters, Dillon,31.2,68.8
2017,Shackelford, Kevin,29.2,70.8
2017,Quackenbush, Kevin,59.0,41.0
2017,Bradford, Chasen,23.5,76.5
2017,Busenitz, Alan,63.0,37.0
2017,Melancon, Mark,74.7,25.3
2017,Rzepczynski, Marc,0.2,99.80000000000001
2017,Boxberger, Brad,65.6,34.4
2017,Valdez, César,15.6,84.4
2017,Goeddel, Erik,45.7,54.300000000000004
2017,Rodríguez, Joely,20.6,79.4
2017,Brice, Austin,20.0,79.89999999999999
2017,Chen, Wei-Yin,54.3,45.7
2017,Kelley, Shawn,57.6,42.4
2017,Shipley, Braden,30.2,69.8
2017,Cosart, Jarred,11.1,88.9
2017,Schugel, A.J.,8.6,91.39999999999999
2017,Barbato, Johnny,19.3,80.69999999999999
2017,Petricka, Jake,11.3,88.6
2017,Barrett, Jake,68.4,31.7
2017,Axford, John,32.1,67.89999999999999
2017,Alvarado, José,43.3,56.7
2017,Okert, Steven,53.4,46.7
2017,De Jong, Chase,41.0,58.900000000000006
2017,Syndergaard, Noah,17.9,82.1
2017,Iwakuma, Hisashi,55.6,44.3
2017,Wilhelmsen, Tom,34.7,65.2
2017,Johnson, Brian,55.6,44.400000000000006
2017,Brady, Michael,77.80000000000001,22.299999999999997
2017,Alcántara, Raúl,37.2,62.7
2017,Solís, Sammy,0.7,99.30000000000001
2017,Hernández, Ariel,65.7,34.4
2017,Espino, Paolo,36.5,63.599999999999994
2017,Gohara, Luiz,47.7,52.4
2017,Rodríguez, Francisco,55.2,44.8
2017,Armstrong, Shawn,76.30000000000001,23.7
2017,Fulmer, Carson,73.5,26.4
2017,Richards, Garrett,37.6,62.5
2017,Stanek, Ryne,67.3,32.7
2017,Fried, Max,62.1,37.9
2017,Guerra, Deolis,38.7,61.3
2017,Banda, Anthony,63.4,36.599999999999994
2017,Wright Jr., Mike,29.9,70.0
2017,Heaney, Andrew,0.0,100.10000000000001
2017,Stephens, Jackson,37.3,62.6
2017,Urías, Julio,46.6,53.3
2017,Neverauskas, Dovydas,77.3,22.599999999999998
2017,Familia, Jeurys,21.7,78.39999999999999
2017,Jiménez, Joe,62.7,37.400000000000006
2017,Dayton, Grant,81.8,18.2
2017,Tonkin, Michael,38.0,62.0
2017,Pill, Tyler,11.8,88.19999999999999
2017,Skoglund, Eric,52.7,47.3
2017,Miller, Shelby,44.3,55.7
2017,Wright, Steven,10.2,89.80000000000001
2017,Velázquez, Hector,35.1,64.89999999999999
2017,Scribner, Troy,55.0,45.1
2017,Brothers, Rex,65.4,34.5
2017,Overton, Dillon,45.5,54.599999999999994
2017,Bummer, Aaron,16.3,83.7
2017,Mahle, Tyler,64.4,35.6
2017,Taylor, Ben,39.5,60.599999999999994
2017,Gallegos, Giovanny,63.6,36.4
2017,Gómez, Jeanmar,3.3,96.69999999999999
2017,Flaherty, Jack,29.5,70.5
2017,Logan, Boone,25.4,74.7
2017,Garton, Ryan,86.4,13.6
2017,Paredes, Eduardo,48.0,52.0
2017,Bracho, Silvino,49.3,50.7
2017,Morin, Mike,36.3,63.7
2017,Scahill, Rob,4.9,95.1
2017,Dermody, Matt,17.9,82.1
2017,Smith, Caleb,48.2,51.8
2017,Mayza, Tim,49.6,50.4
2017,Reed, Cody,49.5,50.5
2017,Haley, Justin,65.2,34.8
2017,Rondón, Bruce,48.0,52.0
2017,Socolovich, Miguel,43.1,56.900000000000006
2017,Guduan, Reymin,63.9,36.1
2017,Turley, Nik,61.9,38.1
2017,Morris, Bryan,62.5,37.5
2017,Guerra, Javy,55.5,44.6
2017,Merritt, Ryan,58.300000000000004,41.7
2017,Álvarez, Dario,37.5,62.4
2017,Yacabonis, Jimmy,0.3,99.69999999999999
2017,Therrien, Jesen,30.7,69.3
2017,Wright, Daniel,20.4,79.6
2017,Glover, Koda,27.7,72.3
2017,Rowley, Chris,3.3,96.7
2017,Collmenter, Josh,54.3,45.8
2017,Nuño, Vidal,27.9,72.2
2017,Wilk, Adam,54.6,45.3
2017,Tepesch, Nick,29.3,70.7
2017,Olson, Tyler,30.8,69.2
2017,Fedde, Erick,13.5,86.5
2017,Baumann, Buddy,39.4,60.5
2017,O'Flaherty, Eric,15.2,84.8
2017,Beliveau, Jeff,75.4,24.599999999999998
2017,Santana, Edgar,11.2,88.80000000000001
2017,Váldez, José A.,20.5,79.4
2017,Broxton, Jonathan,52.9,47.1
2017,McGrath, Kyle,51.9,48.1
2017,Gant, John,32.1,68.0
2017,Ravin, Josh,41.9,58.099999999999994
2017,Duke, Zach,3.6,96.4
2017,Ríos, Yacksel,45.5,54.5
2017,Santos, Luis,50.4,49.7
2017,Volstad, Chris,7.1,93.0
2017,Jaye, Myles,21.6,78.3
2017,Díaz, Dayan,55.8,44.2
2017,Maddox, Austin,34.1,65.9
2017,Wilson, Tyler,53.0,46.9
2017,Alburquerque, Al,12.9,87.10000000000001
2017,Goldberg, Brad,24.4,75.6
2017,Latos, Mat,41.5,58.5
2017,Alvarez III, Henderson,41.7,58.3
2017,Germán, Domingo,39.1,60.9
2017,Qualls, Chad,0.8,99.2
2018,Scherzer, Max,59.8,40.199999999999996
2018,Verlander, Justin,61.800000000000004,38.3
2018,Keuchel, Dallas,27.7,72.3
2018,Clevinger, Mike,52.9,47.0
2018,Cole, Gerrit,50.3,49.7
2018,Freeland, Kyle,39.9,60.1
2018,Gibson, Kyle,23.3,76.7
2018,Nola, Aaron,36.5,63.6
2018,deGrom, Jacob,42.8,57.2
2018,Shields, James,50.5,49.4
2018,Severino, Luis,50.5,49.6
2018,Corbin, Patrick,20.0,79.89999999999999
2018,Greinke, Zack,44.2,55.8
2018,Márquez, Germán,46.0,53.900000000000006
2018,Lester, Jon,70.2,29.799999999999997
2018,Porcello, Rick,20.1,79.8
2018,López, Reynaldo,60.7,39.3
2018,Kluber, Corey,38.3,61.800000000000004
2018,Hamels, Cole,48.5,51.50000000000001
2018,Happ, J.A.,59.3,40.8
2018,Hendricks, Kyle,17.4,82.6
2018,Foltynewicz, Mike,40.1,59.900000000000006
2018,González, Gio,29.3,70.7
2018,Godley, Zack,22.3,77.69999999999999
2018,Chacín, Jhoulys,13.1,86.9
2018,Giolito, Lucas,39.0,61.1
2018,Mikolas, Miles,26.7,73.3
2018,Gausman, Kevin,58.5,41.5
2018,Berríos, José,34.4,65.6
2018,Odorizzi, Jake,56.5,43.599999999999994
2018,Roark, Tanner,21.9,78.0
2018,Taillon, Jameson,35.5,64.5
2018,Lynn, Lance,56.5,43.5
2018,Newcomb, Sean,62.3,37.8
2018,Snell, Blake,51.5,48.5
2018,Holland, Derek,0.0,100.0
2018,Quintana, José,49.7,50.3
2018,Wheeler, Zack,42.3,57.7
2018,Carrasco, Carlos,31.3,68.6
2018,Boyd, Matthew,34.2,65.8
2018,Bauer, Trevor,47.3,52.599999999999994
2018,Anderson, Tyler,68.3,31.7
2018,Junis, Jakob,33.0,67.0
2018,Bundy, Dylan,47.8,52.199999999999996
2018,Teheran, Julio,42.3,57.60000000000001
2018,Leake, Mike,24.8,75.30000000000001
2018,Gray, Jon,49.6,50.400000000000006
2018,Duffy, Danny,38.1,61.9
2018,Castillo, Luis,36.7,63.3
2018,Ureña, José,2.1,98.0
2018,Pivetta, Nick,50.1,49.8
2018,Arrieta, Jake,1.7,98.3
2018,Heaney, Andrew,0.0,100.00000000000001
2018,Williams, Trevor,51.5,48.60000000000001
2018,Price, David,41.5,58.49999999999999
2018,Matz, Steven,0.6,99.4
2018,Morton, Charlie,37.4,62.7
2018,Fiers, Mike,38.3,61.7
2018,Cashner, Andrew,25.8,74.3
2018,Anderson, Chase,50.8,49.1
2018,Paxton, James,78.0,22.0
2018,Flaherty, Jack,40.0,60.0
2018,Gonzales, Marco,54.7,45.3
2018,Hernández, Félix,11.0,89.1
2018,Minor, Mike,48.3,51.7
2018,Harvey, Matt,28.6,71.5
2018,Nova, Iván,31.5,68.5
2018,Sale, Chris,39.0,61.0
2018,Sabathia, CC,44.7,55.199999999999996
2018,Archer, Chris,36.4,63.6
2018,Ross, Tyson,50.4,49.49999999999999
2018,Estrada, Marco,55.3,44.6
2018,Suárez, Andrew,38.7,61.2
